FID,Country,Observation,Evidence,Total_no,Location_Name,Description,Source,Contributor,Assessment_Year,WebLink,Lat,Long,Closest_Lat,Closest_Long,Combined_Lat,Combined_Long,Comments,Data_Sensitivity,Data Request Info
11037,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.397733,17.385417, , ,-22.397733,17.385417,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11038,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.413767,17.374767, , ,-22.413767,17.374767,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11039,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3796,17.360217, , ,-22.3796,17.360217,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11040,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.383917,17.38745, , ,-22.383917,17.38745,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11041,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3963,17.3898, , ,-22.3963,17.3898,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11042,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.4979,17.301917, , ,-22.4979,17.301917,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11043,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.55565,17.1882, , ,-22.55565,17.1882,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11044,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.56465,17.188117, , ,-22.56465,17.188117,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11045,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.5945,17.23375, , ,-22.5945,17.23375,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11046,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.712483,17.243817, , ,-22.712483,17.243817,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11047,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.726917,17.221933, , ,-22.726917,17.221933,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11048,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.72005,17.224167, , ,-22.72005,17.224167,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11049,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.802233,17.3043, , ,-22.802233,17.3043,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11050,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.708817,17.24445, , ,-22.708817,17.24445,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11051,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.683833,17.257167, , ,-22.683833,17.257167,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11052,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.68305,17.257483, , ,-22.68305,17.257483,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11053,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.532067,17.208133, , ,-22.532067,17.208133,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11054,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.47485,17.193433, , ,-22.47485,17.193433,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11055,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.492867,17.208383, , ,-22.492867,17.208383,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11056,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.41685,17.29675, , ,-22.41685,17.29675,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11057,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.316867,17.298317, , ,-22.316867,17.298317,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11058,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.318133,17.297917, , ,-22.318133,17.297917,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11059,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.317667,17.284583, , ,-22.317667,17.284583,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11060,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.320083,17.289633, , ,-22.320083,17.289633,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11061,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.384867,17.372917, , ,-22.384867,17.372917,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11062,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.347167,17.344983, , ,-22.347167,17.344983,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11063,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.29915,17.33635, , ,-22.29915,17.33635,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11064,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.295217,17.266733, , ,-22.295217,17.266733,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11065,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.32335,17.255317, , ,-22.32335,17.255317,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11066,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.354433,17.303433, , ,-22.354433,17.303433,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11067,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.292783,17.368817, , ,-22.292783,17.368817,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11068,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.293067,17.28885, , ,-22.293067,17.28885,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11069,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.346117,17.327483, , ,-22.346117,17.327483,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11070,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3812,17.3495, , ,-22.3812,17.3495,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11071,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.362083,17.30205, , ,-22.362083,17.30205,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11072,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3359,17.283833, , ,-22.3359,17.283833,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11073,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.352817,17.2892, , ,-22.352817,17.2892,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11074,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.32005,17.321133, , ,-22.32005,17.321133,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11075,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3438,17.3276, , ,-22.3438,17.3276,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11076,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.343783,17.327617, , ,-22.343783,17.327617,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11077,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.382317,17.371717, , ,-22.382317,17.371717,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11078,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.384833,17.374667, , ,-22.384833,17.374667,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11079,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.3669,17.355233, , ,-22.3669,17.355233,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11080,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.718783,17.100333, , ,-22.718783,17.100333,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11081,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.718817,17.1004, , ,-22.718817,17.1004,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11082,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.718833,17.100367, , ,-22.718833,17.100367,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11083,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.718783,17.100333, , ,-22.718783,17.100333,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
11084,Namibia,telemetry monitoring,telemetry + direct observation,0,farmland, ,N/a'an ku se Research Programme,FJ Weise,2014, ,-22.719417,17.099783, , ,-22.719417,17.099783,collated collar information representing 30 tagged individuals (19M + 11F) - 1 log per day sampling regime,medium,
